-1.922013998031616211e+00,2.930375337600708008e+00,8.849893569946289062e+00
-1.364644616842269897e-01,2.624622106552124023e+00,9.099070549011230469e+00
-1.109266355633735657e-01,2.194149971008300781e+00,9.516035079956054688e+00
-1.402689576148986816e+00,2.800199985504150391e+00,1.002451896667480469e+01
-1.144458293914794922e+00,2.580387592315673828e+00,7.139386653900146484e+00
-1.603492856025695801e+00,2.878649950027465820e+00,9.645030975341796875e+00
-9.112359285354614258e-01,3.334550142288208008e+00,9.599867820739746094e+00
6.661380082368850708e-02,2.301862239837646484e+00,9.582238197326660156e+00
-1.894500851631164551e-01,1.930195927619934082e+00,9.008077621459960938e+00
-8.202500939369201660e-01,3.029708147048950195e+00,8.653156280517578125e+00
-7.062596678733825684e-01,3.361168146133422852e+00,9.865283012390136719e+00
3.057559430599212646e-01,6.129445075988769531e+00,8.979746818542480469e+00
-1.183893918991088867e+00,3.403491497039794922e+00,7.855189800262451172e+00
-4.648744463920593262e-01,6.606934547424316406e+00,9.217335700988769531e+00
-1.687520444393157959e-01,2.500697374343872070e+00,7.096445560455322266e+00
-2.238321542739868164e+00,3.536510467529296875e+00,6.189652919769287109e+00
-6.060184240341186523e-01,3.050585985183715820e+00,9.193056106567382812e+00
-1.329707145690917969e+00,3.809388399124145508e+00,9.641674041748046875e+00
-1.641252279281616211e+00,2.006728887557983398e+00,9.114976882934570312e+00
-1.900983333587646484e+00,2.159613847732543945e+00,8.894387245178222656e+00
-8.728211522102355957e-01,3.746634483337402344e+00,9.788244247436523438e+00
-1.388738602399826050e-01,2.412612438201904297e+00,9.031629562377929688e+00
-1.394523739814758301e+00,2.581734895706176758e+00,1.000261974334716797e+01
-2.508690357208251953e-01,4.964874744415283203e+00,1.002810859680175781e+01
4.112347960472106934e-01,4.652441024780273438e+00,9.737666130065917969e+00
3.153302073478698730e-01,4.547737598419189453e+00,9.697597503662109375e+00
-1.043196246027946472e-01,4.859626770019531250e+00,1.011246776580810547e+01
-1.111519098281860352e+00,3.515811920166015625e+00,9.688475608825683594e+00
-1.361375212669372559e+00,2.252938270568847656e+00,9.659505844116210938e+00
-1.662084221839904785e+00,2.415410280227661133e+00,7.653474330902099609e+00
1.001309677958488464e-01,2.100062370300292969e+00,9.407217979431152344e+00
4.320817589759826660e-01,4.187988758087158203e+00,9.345400810241699219e+00
-1.376098752021789551e+00,2.251851081848144531e+00,8.191628456115722656e+00
-4.274589717388153076e-01,2.036424398422241211e+00,9.012091636657714844e+00
-6.003440618515014648e-01,1.705032587051391602e+00,9.065667152404785156e+00
1.457098841667175293e+00,3.848786354064941406e+00,7.397425651550292969e+00
-6.424304246902465820e-01,1.661782741546630859e+00,9.261321067810058594e+00
-1.079478025436401367e+00,2.468033790588378906e+00,9.867479324340820312e+00
-1.783096075057983398e+00,1.906094551086425781e+00,9.760991096496582031e+00
-1.379641413688659668e+00,3.780062913894653320e+00,9.850288391113281250e+00
-3.287415951490402222e-02,5.677562713623046875e+00,9.528785705566406250e+00
-7.201961427927017212e-02,2.668797254562377930e+00,9.265669822692871094e+00
-1.392005562782287598e+00,1.610350012779235840e+00,8.942181587219238281e+00
-1.854671478271484375e+00,2.128768444061279297e+00,9.410481452941894531e+00
-1.365756630897521973e+00,2.192072391510009766e+00,9.090279579162597656e+00
-6.511542797088623047e-01,1.852996706962585449e+00,9.007592201232910156e+00
4.825334250926971436e-01,4.538817882537841797e+00,9.620102882385253906e+00
-1.007138848304748535e+00,3.272089481353759766e+00,6.107556343078613281e+00
-1.977010130882263184e+00,2.886732578277587891e+00,9.209364891052246094e+00
7.975937128067016602e-01,5.608332633972167969e+00,9.300140380859375000e+00
-3.988420665264129639e-01,2.089442491531372070e+00,9.409545898437500000e+00
-5.704416632652282715e-01,4.849015712738037109e+00,1.018328380584716797e+01
-4.786716699600219727e-01,2.757125377655029297e+00,8.717887878417968750e+00
-8.760342001914978027e-01,2.420583248138427734e+00,8.727121353149414062e+00
