1.268660831451416016e+01,8.077625274658203125e+00
1.235845756530761719e+01,9.413202285766601562e+00
1.263436889648437500e+01,8.898342132568359375e+00
1.156914615631103516e+01,7.076377868652343750e+00
9.785076141357421875e+00,9.192358016967773438e+00
1.112744045257568359e+01,6.687157630920410156e+00
1.078301811218261719e+01,8.425713539123535156e+00
1.366929531097412109e+01,8.139806747436523438e+00
1.351261234283447266e+01,8.326143264770507812e+00
1.329270267486572266e+01,9.076631546020507812e+00
9.943620681762695312e+00,8.839661598205566406e+00
1.266589164733886719e+01,9.559190750122070312e+00
1.166859722137451172e+01,8.499410629272460938e+00
1.158683204650878906e+01,9.728981971740722656e+00
1.283850955963134766e+01,6.530511379241943359e+00
1.331904506683349609e+01,7.240598201751708984e+00
1.304156494140625000e+01,5.732176780700683594e+00
1.465914249420166016e+01,8.412389755249023438e+00
1.325740718841552734e+01,9.055532455444335938e+00
1.483058166503906250e+01,8.525928497314453125e+00
1.486412811279296875e+01,8.294795989990234375e+00
1.221555423736572266e+01,6.397696018218994141e+00
1.319905090332031250e+01,7.011224269866943359e+00
1.487871170043945312e+01,8.540788650512695312e+00
1.177957439422607422e+01,6.323854446411132812e+00
1.301732158660888672e+01,7.252795696258544922e+00
1.114821910858154297e+01,8.263269424438476562e+00
1.326214122772216797e+01,5.945604801177978516e+00
1.221392726898193359e+01,6.751591682434082031e+00
1.243730926513671875e+01,7.054445743560791016e+00
1.247750568389892578e+01,8.830769538879394531e+00
1.358329582214355469e+01,8.935527801513671875e+00
1.212521076202392578e+01,6.444831371307373047e+00
1.182467555999755859e+01,6.765264987945556641e+00
1.430046844482421875e+01,8.678926467895507812e+00
1.130990505218505859e+01,9.865349769592285156e+00
1.180002117156982422e+01,4.963679313659667969e+00
1.156766891479492188e+01,1.016965198516845703e+01
1.057925796508789062e+01,7.539805889129638672e+00
1.239348888397216797e+01,6.879759311676025391e+00
1.134641361236572266e+01,7.903901100158691406e+00
1.264066505432128906e+01,5.740647792816162109e+00
1.450358009338378906e+01,8.376664161682128906e+00
1.281067943572998047e+01,8.938987731933593750e+00
1.292933654785156250e+01,7.009880065917968750e+00
1.261943721771240234e+01,6.438772201538085938e+00
1.205516433715820312e+01,7.493651390075683594e+00
1.438077068328857422e+01,6.540788173675537109e+00
1.044540119171142578e+01,7.709381103515625000e+00
1.179495716094970703e+01,7.378614902496337891e+00
1.356577682495117188e+01,9.218863487243652344e+00
1.055191612243652344e+01,7.792194843292236328e+00
1.090592670440673828e+01,7.282222270965576172e+00
1.367762851715087891e+01,7.791828155517578125e+00
1.094513893127441406e+01,8.724158287048339844e+00
1.341093444824218750e+01,7.461775302886962891e+00
1.459095382690429688e+01,7.831620693206787109e+00
1.237245368957519531e+01,9.206640243530273438e+00
1.008452033996582031e+01,8.816169738769531250e+00
1.309192752838134766e+01,8.452397346496582031e+00
9.908485412597656250e+00,8.968395233154296875e+00
1.290509223937988281e+01,6.889962673187255859e+00
1.260635089874267578e+01,9.239754676818847656e+00
1.028420162200927734e+01,9.112083435058593750e+00
1.348299503326416016e+01,7.637327671051025391e+00
1.185069274902343750e+01,6.699297904968261719e+00
1.201316356658935547e+01,5.208886146545410156e+00
1.097102642059326172e+01,7.805995464324951172e+00
1.460578060150146484e+01,8.038224220275878906e+00
1.498284816741943359e+01,8.628771781921386719e+00
1.331381893157958984e+01,9.324715614318847656e+00
1.171679592132568359e+01,8.137767791748046875e+00
1.156160449981689453e+01,8.088812828063964844e+00
1.039284992218017578e+01,9.169064521789550781e+00
1.422910404205322266e+01,6.341363906860351562e+00
