2.809153318405151367e+00,5.096824645996093750e+00,3.756267786026000977e+00
-3.561033964157104492e+00,3.058172941207885742e+00,3.044769287109375000e+00
7.549448609352111816e-01,7.603137493133544922e+00,6.431236267089843750e+00
7.809677720069885254e-01,7.221426963806152344e+00,6.623397827148437500e+00
4.754890918731689453e+00,5.436527729034423828e+00,1.058086967468261719e+01
3.159392774105072021e-01,6.920110225677490234e+00,7.285234451293945312e+00
2.440672397613525391e+00,5.488947391510009766e+00,-1.551455616950988770e+00
4.294106483459472656e+00,4.841152667999267578e+00,1.024095344543457031e+01
-3.528156280517578125e+00,3.409470319747924805e+00,3.436504364013671875e+00
1.380051612854003906e+00,8.303233146667480469e+00,7.432231426239013672e+00
9.086143493652343750e+00,6.573909282684326172e+00,5.056095600128173828e+00
9.345240592956542969e+00,5.680866241455078125e+00,5.877869129180908203e+00
-3.494394779205322266e+00,3.318354845046997070e+00,3.612285852432250977e+00
2.621070146560668945e+00,5.571024894714355469e+00,3.195013999938964844e+00
4.611570835113525391e+00,4.695115089416503906e+00,1.117865562438964844e+01
-2.541041851043701172e+00,2.317412137985229492e+00,3.203946828842163086e+00
5.799756050109863281e-01,7.007180213928222656e+00,6.838334560394287109e+00
4.666056931018829346e-01,7.424715995788574219e+00,6.360252380371093750e+00
9.097680091857910156e+00,6.016911029815673828e+00,5.358111858367919922e+00
-5.079346895217895508e-01,-7.251186296343803406e-03,1.155310821533203125e+01
-2.446711778640747070e+00,2.452784061431884766e+00,3.674007415771484375e+00
-2.712619304656982422e+00,2.962326526641845703e+00,3.227522611618041992e+00
-2.710663080215454102e+00,2.417438030242919922e+00,3.376345634460449219e+00
9.983120918273925781e+00,6.196784019470214844e+00,5.349814414978027344e+00
4.838521957397460938e+00,4.584306240081787109e+00,1.114120769500732422e+01
5.062590122222900391e+00,6.086869239807128906e+00,1.114273357391357422e+01
-2.832100868225097656e+00,2.224672555923461914e+00,3.350284576416015625e+00
4.655956745147705078e+00,-8.959921002388000488e-01,5.637249469757080078e+00
9.996960639953613281e+00,5.312846183776855469e+00,5.986582279205322266e+00
4.420938014984130859e+00,-4.146260619163513184e-01,5.306547164916992188e+00
8.952410817146301270e-01,8.030537605285644531e+00,7.639369010925292969e+00
-3.219939708709716797e+00,3.406808137893676758e+00,3.194135904312133789e+00
9.823276519775390625e+00,4.783451080322265625e+00,5.741377830505371094e+00
3.584014773368835449e-01,6.979403495788574219e+00,7.360721111297607422e+00
7.705601453781127930e-01,7.378631591796875000e+00,6.692910671234130859e+00
9.456536293029785156e+00,6.444616317749023438e+00,6.135392665863037109e+00
1.440574526786804199e+00,8.028356552124023438e+00,7.324064731597900391e+00
1.158132910728454590e+00,7.190794944763183594e+00,6.393516540527343750e+00
-3.578511714935302734e+00,3.072012662887573242e+00,3.833776712417602539e+00
2.603377103805541992e+00,5.461852073669433594e+00,3.169806241989135742e+00
1.396072268486022949e+00,8.062225341796875000e+00,7.192899227142333984e+00
9.508416175842285156e+00,4.716975688934326172e+00,5.589435577392578125e+00
4.357161045074462891e+00,4.826408386230468750e+00,1.057796955108642578e+01
9.648378372192382812e+00,4.670506000518798828e+00,5.979630947113037109e+00
9.556844711303710938e+00,6.433116436004638672e+00,6.351903915405273438e+00
8.098715543746948242e-01,8.364426612854003906e+00,7.749581336975097656e+00
9.477884769439697266e-01,7.254341602325439453e+00,6.331624507904052734e+00
-3.140945911407470703e+00,3.016214370727539062e+00,3.189283609390258789e+00
9.504816055297851562e+00,6.198018074035644531e+00,4.726363182067871094e+00
1.020165061950683594e+01,5.375528335571289062e+00,6.079308986663818359e+00
4.800051689147949219e+00,-2.595821022987365723e-01,4.900866985321044922e+00
5.293955326080322266e+00,5.590005397796630859e+00,1.089988040924072266e+01
5.202648162841796875e+00,6.034043788909912109e+00,1.094931793212890625e+01
2.295097112655639648e+00,5.318377494812011719e+00,-1.304700493812561035e+00
6.710919737815856934e-01,7.544932365417480469e+00,6.502250671386718750e+00
1.003293275833129883e+00,8.128020286560058594e+00,7.637878894805908203e+00
5.387632369995117188e+00,5.507828235626220703e+00,1.115711021423339844e+01
-3.123190641403198242e+00,3.169040679931640625e+00,3.235565185546875000e+00
9.282674789428710938e+00,6.597020626068115234e+00,4.972935199737548828e+00
5.487518310546875000e+00,5.561140060424804688e+00,1.089938354492187500e+01
-3.659099102020263672e+00,2.875953674316406250e+00,3.390964984893798828e+00
2.602650880813598633e+00,5.697870254516601562e+00,3.225719451904296875e+00
